county,state,fips,lat,lon
McLean,Illinois,17113,40.31157,-89.17194
Kendall,Illinois,17093,41.59097,-88.42893
Wilson,North Carolina,37195,35.72197,-77.91638
Crittenden,Arkansas,5035,35.13722,-90.23429
Windham,Vermont,50025,43.19455,-72.7208
Geauga,Ohio,39055,41.53107,-81.1969
Washington,Vermont,50023,44.10733,-72.4332
Chickasaw,Mississippi,28017,33.90698,-88.92892
Tift,Georgia,13277,31.46208,-83.51792
Madera,California,6039,36.96206,-120.06399
Lane,Oregon,41039,43.8638,-122.74928
Sumter,Georgia,13261,32.05091,-84.2059
Jefferson,Texas,48245,32.76221,-94.35496
Yamhill,Oregon,41071,45.34037,-123.18787
Adams,Pennsylvania,42001,40.70527,-80.0051
Paulding,Georgia,13223,33.9287,-84.88673
Carroll,Maryland,24013,39.53465,-77.01306
Hidalgo,Texas,48215,26.09898,-98.26909
Early,Georgia,13099,31.29562,-84.86523
Kent,Rhode Island,44003,41.68254,-71.56515
Lancaster,South Carolina,45057,34.72096,-80.77113
Napa,California,6055,38.29911,-122.28541
Cheatham,Tennessee,47021,36.24869,-87.08413
Dickson,Tennessee,47043,36.07662,-87.38762
Cowlitz,Washington,53015,46.11929,-122.61465
Cumberland,North Carolina,37051,35.05078,-78.87169
Boone,Indiana,18011,40.05159,-86.46858
Strafford,New Hampshire,33017,43.27418,-71.13189
Jessamine,Kentucky,21113,37.86617,-84.57191
Holmes,Mississippi,28051,33.12745,-90.0732
Sheboygan,Wisconsin,55117,43.74978,-87.71343
Sauk,Wisconsin,55111,43.39371,-89.89634
Marshall,Mississippi,28093,34.74521,-89.51114
Marion,Alabama,1093,32.63467,-87.31914
Klickitat,Washington,53039,45.81757,-121.15175
Missoula,Montana,30063,46.87279,-113.99625
Sarpy,Nebraska,31153,41.09262,-96.10063
Scott,Iowa,19163,41.613,-90.62033
Delaware,Indiana,18035,40.22793,-85.39653
Merrimack,New Hampshire,33013,42.87345,-71.48924
Carroll,New Hampshire,33003,44.29788,-71.54185
Herkimer,New York,36043,43.02591,-74.98433
Delaware,New York,36025,41.75091,-74.95199
Elkhart,Indiana,18039,41.68677,-85.97567
Floyd,Indiana,18043,38.2995,-85.8933
Morgan,Indiana,18109,39.486,-86.46941
Franklin,Washington,53021,46.57241,-118.85968
Maury,Tennessee,47119,35.6295,-87.08097
Chemung,New York,36015,42.00833,-76.62355
Tippecanoe,Indiana,18157,41.20864,-86.11492
Allamakee,Iowa,19005,43.29046,-91.34462
Dallas,Iowa,19049,41.68317,-94.04742
Eau Claire,Wisconsin,55035,44.81658,-91.50077
Norfolk city,Virginia,51710,36.84686,-76.28514
Winnebago,Wisconsin,55139,44.06857,-88.64503
Ellis,Texas,48139,32.30063,-96.763
Natrona,Wyoming,56025,43.02971,-106.80946
Castro,Texas,48069,34.53053,-102.26179
Washington,Utah,49053,37.13027,-113.5091
Bolivar,Mississippi,28011,33.82484,-90.85591
Montgomery,Tennessee,47125,36.47744,-87.36984
Loudon,Tennessee,47105,35.74172,-84.33628
Scott,Minnesota,27139,44.67791,-93.50334
Hancock,Mississippi,28045,30.40313,-89.51129
Lincoln,Mississippi,28085,31.53339,-90.43889
Le Sueur,Minnesota,27079,44.46233,-93.91472
Tate,Mississippi,28137,34.66335,-89.94432
Cape Girardeau,Missouri,29031,37.30271,-89.54453
Blue Earth,Minnesota,27013,43.64156,-94.09094
Cape May,New Jersey,34009,38.93547,-74.92137
Midland,Michigan,26111,43.61708,-84.24506
Rowan,North Carolina,37159,35.6827,-80.54984
Clermont,Ohio,39025,39.0206,-84.16957
Fairfield,Ohio,39045,39.33429,-84.55925
Wood,Ohio,39173,41.39265,-83.64974
Wagoner,Oklahoma,40145,35.95978,-95.37723
Benton,Oregon,41003,44.49888,-123.40446
Polk,Oregon,41053,44.89799,-123.42837
Wayne,Pennsylvania,42127,40.0455,-75.39125
Pickens,South Carolina,45077,34.88371,-82.70751
Cumberland,Tennessee,47035,36.59138,-83.66149
Canadian,Oklahoma,40017,35.17757,-95.65587
Autauga,Alabama,1001,32.50771,-86.65101
Whitfield,Georgia,13313,34.80176,-84.98805
Muscogee,Georgia,13215,32.49082,-84.86343
St. Clair,Alabama,1115,33.69021,-86.36481
White,Arkansas,5145,35.27743,-91.76249
Mono,California,6051,38.0882,-119.02872
Mesa,Colorado,8077,39.16617,-108.13889
Dubuque,Iowa,19061,42.49913,-90.66327
Monroe,Indiana,18105,40.74503,-84.93702
Cullman,Alabama,1043,34.17438,-86.84345
Washington,Louisiana,22117,30.61657,-92.05725
Howard,Indiana,18067,40.46959,-86.11917
Glynn,Georgia,13127,31.23074,-81.52361
Bartholomew,Indiana,18005,39.19299,-85.88422
Kennebec,Maine,23011,44.41409,-69.78977
Muscatine,Iowa,19139,41.42208,-91.04316
Madison,Illinois,17119,38.67978,-90.15819
Worth,Georgia,13321,31.58393,-83.83321
Peoria,Illinois,17143,40.69236,-89.58799
Baldwin,Alabama,1003,30.7698,-87.78273
Christian,Kentucky,21047,36.89821,-87.47988
Rutland,Vermont,50021,43.6051,-72.97828
Lamoille,Vermont,50015,44.59993,-72.63395
Lincoln,Arkansas,5079,35.94936,-94.42292
Unknown,Utah,,0.0,0.0
Tunica,Mississippi,28143,34.69019,-90.38269
Clark,Kentucky,21049,37.96849,-84.15579
Clay,Missouri,29047,39.28286,-94.4063
Kauai,Hawaii,15007,22.05049,-159.55783
Butte,California,6007,39.72353,-121.57942
Platte,Missouri,29165,39.23208,-94.65653
Hockley,Texas,48219,30.02661,-95.84596
Lawrence,Mississippi,28077,32.3252,-89.23302
Henderson,Kentucky,21101,37.8299,-87.59703
Cascade,Montana,30013,47.27151,-111.70068
Madison,Kentucky,21151,37.71636,-84.29094
Wright,Minnesota,27171,46.67052,-93.00113
Steele,Minnesota,27147,44.0224,-93.22604
Stearns,Minnesota,27145,45.52884,-94.64093
St. Louis,Minnesota,27137,47.64071,-92.42872
Louisa,Virginia,51109,38.02569,-78.00395
Pulaski,Kentucky,21199,37.11135,-84.5966
Unknown,Hawaii,,0.0,0.0
Dodge,Minnesota,27039,44.02265,-92.86196
Yavapai,Arizona,4025,34.70691,-112.44274
Williamsburg city,Virginia,51830,37.27564,-76.71008
Clallam,Washington,53009,48.18035,-123.83358
Douglas,Washington,53017,47.68572,-119.74903
Hawaii,Hawaii,15001,19.59009,-155.44863
Lewis and Clark,Montana,30049,47.18445,-112.53445
Chaffee,Colorado,8015,38.74002,-106.18284
Porter,Indiana,18127,41.61648,-87.09262
Peach,Georgia,13225,32.56618,-83.8326
Franklin,Pennsylvania,42055,41.3979,-79.83118
Carteret,North Carolina,37031,34.89037,-76.47565
Terrell,Georgia,13273,31.79372,-84.43185
Washington,Oklahoma,40147,35.06033,-97.48449
Payne,Oklahoma,40119,36.0936,-96.98824
Bristol,Rhode Island,44001,41.66994,-71.27638
Clinton,Illinois,17027,40.14879,-88.96397
Stark,North Dakota,38089,46.82004,-102.66397
Montgomery,New York,36057,41.52724,-74.23723
Clarendon,South Carolina,45027,33.6887,-80.24626
Greene,New York,36039,42.33178,-75.774
Florence,South Carolina,45041,34.19367,-79.76819
Barrow,Georgia,13013,34.01122,-83.70999
Franklin,North Carolina,37069,35.18112,-83.3839
Nassau,Florida,12089,30.55183,-81.87325
Marion,Florida,12083,29.24077,-82.02269
Bradley,Tennessee,47011,35.17267,-84.85249
Highlands,Florida,12055,27.33942,-81.30493
Black Hawk,Iowa,19013,42.46967,-92.31784
DeSoto,Florida,12027,27.18615,-81.81003
Allen,Louisiana,22003,30.66124,-92.78829
Baker,Florida,12003,30.79729,-86.68238
Washington,Nebraska,31177,41.39801,-96.21349
Pueblo,Colorado,8101,38.26375,-104.61252
Columbiana,Ohio,39029,40.88955,-80.69357
La Plata,Colorado,8067,37.31998,-107.84669
Silver Bow,Montana,30093,45.90522,-112.69051
Kenai Peninsula Borough,Alaska,2122,60.55309,-151.25973
Flathead,Montana,30029,48.29871,-114.09197
Licking,Ohio,39089,40.0951,-82.47739
Walworth,Wisconsin,55127,42.53115,-88.59793
Jackson,West Virginia,54035,38.82493,-81.69553
Jefferson,Wisconsin,55055,43.00488,-88.80728
Lincoln,Maine,23015,45.36652,-68.50456
St. Mary,Louisiana,22101,29.63118,-91.39788
St. Landry,Louisiana,22097,30.84487,-92.25464
Penobscot,Maine,23019,44.47507,-68.69635
Lewis,Washington,53041,46.5891,-122.38418
Columbia,Wisconsin,55021,43.62763,-89.77146
Wicomico,Maryland,24045,38.38842,-75.58214
Hillsdale,Michigan,26059,41.92291,-84.63184
Unknown,Maine,,0.0,0.0
Lenawee,Michigan,26091,41.89452,-84.06575
Assumption,Louisiana,22007,29.85366,-91.05451
Androscoggin,Maine,23001,44.19706,-70.20268
Franklin,Missouri,29071,39.00753,-92.78956
Outagamie,Wisconsin,55087,44.41641,-88.46364
Linn,Kansas,20107,39.67615,-97.08748
Jefferson,West Virginia,54037,39.31598,-77.86071
Cherokee,North Carolina,37039,35.47777,-83.32044
Cache,Utah,49005,41.68421,-111.73193
Montgomery,Mississippi,28097,33.48182,-89.64588
Montour,Pennsylvania,42093,40.97596,-76.5092
Stone,Arkansas,5137,35.91908,-92.22032
Washington,New York,36115,41.79225,-73.66042
Yazoo,Mississippi,28163,32.76263,-90.36047
St. Croix,Wisconsin,55109,45.03411,-92.45353
Alamance,North Carolina,37001,36.0371,-79.48611
Searcy,Arkansas,5129,35.25082,-91.74023
Harrison,West Virginia,54033,39.28521,-80.3964
Walthall,Mississippi,28147,33.60692,-89.28032
Iberia,Louisiana,22045,29.79445,-91.87607
Reno,Kansas,20155,37.95319,-98.08709
Lonoke,Arkansas,5085,34.78392,-91.901
Jennings,Indiana,18079,39.00146,-85.6208
Saline,Arkansas,5125,34.63613,-92.68775
Sunflower,Mississippi,28133,33.54243,-90.5374
Panola,Mississippi,28107,34.35714,-89.95935
Tooele,Utah,49045,40.53409,-112.29849
Scott,Mississippi,28123,33.59308,-91.07382
Shawnee,Kansas,20177,39.02293,-94.71543
Catawba,North Carolina,37035,35.71065,-81.0766
Oswego,New York,36075,43.45646,-76.51119
Colquitt,Georgia,13071,31.17217,-84.73338
Jackson,Alabama,1071,31.50834,-87.89501
Vanderburgh,Indiana,18163,37.99718,-87.57426
Jefferson,Tennessee,47089,36.04393,-83.46597
Charlotte,Florida,12015,26.90203,-81.95568
Brown,Wisconsin,55009,44.46016,-87.97772
Carson City,Nevada,32510,39.16506,-119.76697
Eaton,Michigan,26045,42.55281,-84.79703
Cumberland,New Jersey,34011,39.31195,-75.13437
Tama,Iowa,19171,41.96206,-92.57683
Cedar,Iowa,19031,41.21363,-92.52525
Sullivan,Tennessee,47163,36.50405,-82.31201
Charlevoix,Michigan,26029,45.31653,-85.26072
Montrose,Colorado,8085,38.47863,-107.8776
Bay,Michigan,26017,45.29503,-85.08159
Chaves,New Mexico,35005,33.30366,-104.3351
Blount,Tennessee,47009,35.67384,-83.9083
Douglas,Wisconsin,55031,43.70902,-89.54355
Midland,Texas,48329,32.00003,-102.07446
Etowah,Alabama,1055,34.02113,-86.04334
Owen,Indiana,18119,39.31935,-86.86979
Essex,New York,36031,44.26999,-73.40065
Fairfield,South Carolina,45039,34.37353,-81.07782
Dorchester,South Carolina,45035,33.13899,-80.39572
Genesee,New York,36037,42.07777,-78.20687
Merced,California,6047,37.30152,-120.4869
Pulaski,Missouri,29169,37.81154,-92.21733
Perry,Missouri,29157,39.43109,-91.67439
Aiken,South Carolina,45003,33.56165,-81.72214
Abbeville,South Carolina,45001,34.17896,-82.38026
Berkeley,West Virginia,54003,39.62815,-78.22685
Madison,Indiana,18095,38.73633,-85.38055
Crisp,Georgia,13081,31.91709,-83.76633
Franklin,Vermont,50011,44.98171,-72.91593
Lebanon,Pennsylvania,42075,40.33049,-76.42588
Erie,Pennsylvania,42049,42.12983,-80.0855
Bradley,Arkansas,5011,33.0978,-93.6554
Choctaw,Mississippi,28019,33.32099,-89.2711
Fauquier,Virginia,51061,38.7114,-77.81548
Josephine,Oregon,41033,42.38956,-123.63408
Frederick,Virginia,51069,39.23602,-78.2253
Jackson,Oregon,41029,42.49965,-122.75619
Winona,Minnesota,27169,44.05163,-91.63841
Muskogee,Oklahoma,40101,35.74848,-95.36905
Wabasha,Minnesota,27157,44.38101,-92.03462
Ward,North Dakota,38101,48.32737,-101.46816
Cleveland,Arkansas,5025,35.421,-92.70955
Mecklenburg,Virginia,51117,36.71604,-78.33331
Cecil,Maryland,24015,39.5418,-75.92751
East Feliciana,Louisiana,22037,30.82288,-91.0374
Yuma,Arizona,4027,32.68549,-114.62461
Rockingham,Virginia,51165,38.52835,-78.9404
Sagadahoc,Maine,23023,43.93432,-69.79305
Coshocton,Ohio,39031,40.27229,-81.86665
Talladega,Alabama,1121,33.43451,-86.10269
Tallapoosa,Alabama,1123,32.79993,-85.79785
Clay,Minnesota,27027,46.89005,-96.47424
Sheridan,Wyoming,56033,44.79793,-106.95587
Richland,Ohio,39139,40.77279,-82.55246
Marion,Ohio,39101,40.58383,-83.12852
Nez Perce,Idaho,16069,46.24292,-116.82133
Craighead,Arkansas,5031,35.84811,-90.66025
Poweshiek,Iowa,19157,41.68573,-92.53322
Henderson,North Carolina,37089,36.33007,-78.39848
Chilton,Alabama,1021,32.86599,-86.66521
Pickens,Georgia,13227,34.46855,-84.48663
Onslow,North Carolina,37133,34.71237,-77.39161
Lumpkin,Georgia,13187,32.05106,-84.79494
Chesapeake city,Virginia,51550,36.71429,-76.24779
Lamar,Mississippi,28073,34.91618,-89.31828
Rock Island,Illinois,17161,41.51197,-90.57607
St. Mary's,Maryland,24037,38.20135,-76.55864
Leake,Mississippi,28079,32.75419,-89.52423
Vigo,Indiana,18167,39.43363,-87.38544
Union,Ohio,39159,39.9014,-84.30596
Caldwell,North Carolina,37027,35.9398,-81.55964
Anderson,Tennessee,47001,36.10602,-84.22817
Greene,Pennsylvania,42059,39.97112,-77.58573
McKinley,New Mexico,35031,35.48088,-108.17682
Franklin,Alabama,1059,32.46107,-85.80335
Washington,Indiana,18175,38.65767,-87.17018
Dodge,Wisconsin,55027,44.13339,-91.5525
Lincoln,Georgia,13181,33.81071,-82.45002
Taos,New Mexico,35055,36.41203,-105.57412
Bryan,Georgia,13029,31.97699,-81.43969
Burke,Georgia,13033,33.05039,-81.92464
Butts,Georgia,13035,33.31258,-83.94775
Jasper,South Carolina,45053,32.39209,-81.00994
Warrick,Indiana,18173,38.06214,-87.28473
Pierce,Wisconsin,55093,44.55427,-87.49075
Carroll,Tennessee,47017,35.97061,-88.45555
Madison,Georgia,13195,33.59602,-83.4676
Huron,Ohio,39077,41.39103,-82.55826
Harrison,Iowa,19085,41.686,-95.83982
Hancock,Iowa,19081,41.39,-95.36139
Columbia,Florida,12023,3.32148,-76.235
Greene,Ohio,39057,39.70062,-83.88037
Madison,Ohio,39097,41.7712,-81.05008
Davidson,North Carolina,37057,35.49786,-80.84924
Erie,Ohio,39043,41.49155,-82.52378
Chenango,New York,36017,42.16891,-75.87341
Franklin,Tennessee,47051,35.92448,-86.87047
Fayette,Tennessee,47047,35.1992,-89.41406
Dyer,Tennessee,47045,36.06553,-88.9931
Garrett,Maryland,24023,39.46231,-79.29479
Tuscarawas,Ohio,39157,40.39758,-81.40727
Morehouse,Louisiana,22067,32.7568,-91.82955
Columbia,Pennsylvania,42037,40.0336,-76.5045
Meriwether,Georgia,13199,33.03786,-84.70003
Comanche,Oklahoma,40031,34.36895,-97.96482
Georgetown,South Carolina,45043,33.36831,-79.28075
Carroll,Ohio,39019,39.79942,-82.70223
Carbon,Wyoming,56007,41.71692,-106.79146
Douglas,Oregon,41019,43.32202,-122.88917
Otsego,New York,36077,42.71825,-74.98301
Jasper,Indiana,18073,38.39145,-86.93222
Bertie,North Carolina,37015,36.0294,-76.97132
Randolph,North Carolina,37151,35.71326,-79.80293
Montgomery,North Carolina,37123,35.32427,-79.89844
Lamar,Georgia,13171,33.06717,-84.14536
Effingham,Georgia,13103,32.34875,-81.32261
Grant,Indiana,18053,40.77838,-78.9497
Dukes and Nantucket,Massachusetts,,0.0,0.0
Gibson,Indiana,18051,38.34938,-87.56817
Fayette,Indiana,18041,39.657,-85.16774
Irwin,Georgia,13155,31.62079,-83.26809
Northampton,North Carolina,37131,36.35616,-77.3689
Dearborn,Indiana,18029,39.12133,-84.9602
Mercer,Pennsylvania,42085,41.22672,-80.23995
Osage,Oklahoma,40113,36.29622,-96.41331
Dawson,Georgia,13085,31.77358,-84.44644
Watauga,North Carolina,37189,36.25121,-81.70467
Woodford,Illinois,17203,40.76106,-89.24252
LaSalle,Illinois,17099,41.32991,-89.09426
Monroe,Georgia,13207,33.79584,-83.71342
Monroe,Illinois,17133,42.10089,-88.99784
Belmont,Ohio,39013,40.02956,-81.03891
Ashtabula,Ohio,39007,41.88927,-80.78674
Iowa,Wisconsin,55049,43.01135,-90.1334
Custer,Oklahoma,40039,35.6385,-99.00458
Chesterfield,South Carolina,45025,34.73445,-80.08846
DeKalb,Illinois,17037,41.92949,-88.7499
Jefferson,New York,36045,42.48066,-74.61211
Blount,Alabama,1009,34.01276,-86.53375
Livingston,New York,36051,42.1398,-73.7828
Ramsey,North Dakota,38071,48.2296,-98.74625
Craven,North Carolina,37049,35.11095,-77.09318
Bay,Florida,12005,30.2457,-85.66489
Lenoir,North Carolina,37107,35.91576,-81.54046
Logan,Oklahoma,40083,35.94455,-97.43989
Juneau City and Borough,Alaska,2110,58.29973,-134.40679
Winston,Mississippi,28159,33.10277,-89.06577
Newton,Missouri,29145,36.90232,-94.34099
Lyon,Kansas,20111,38.4551,-96.15226
Terry,Texas,48445,33.17369,-102.33497
Fluvanna,Virginia,51065,37.84873,-78.27253
Gloucester,Virginia,51073,37.41396,-76.52631
Goochland,Virginia,51075,37.68327,-77.88529
Adams,Mississippi,28001,31.47064,-91.33697
Calaveras,California,6009,38.17138,-120.65732
San Juan,Washington,53055,48.55785,-122.98438
Kendall,Texas,48259,29.92758,-98.67289
Isabella,Michigan,26073,43.68738,-84.76773
Muskegon,Michigan,26121,43.23425,-86.24482
Johnson,Texas,48251,32.34493,-97.35129
Harrisonburg city,Virginia,51660,38.45164,-78.8697
Marshall,West Virginia,54051,39.8772,-80.65532
Itawamba,Mississippi,28057,34.27612,-88.36199
Shasta,California,6089,40.59829,-122.49095
Siskiyou,California,6093,41.50078,-122.5443
Butler,Kansas,20015,37.78158,-96.83958
Gregg,Texas,48183,32.51377,-94.84409
Montcalm,Michigan,26117,43.28646,-85.25527
Calhoun,Mississippi,28013,33.94187,-89.32279
Mitchell,Kansas,20123,39.3933,-98.20961
Victoria,Texas,48469,28.80594,-97.00357
Walker,Texas,48471,30.78119,-95.59308
Greene,Arkansas,5055,36.11639,-90.52694
Lauderdale,Mississippi,28075,32.52085,-88.512
Grant,Arkansas,5053,34.27769,-92.44206
Walla Walla,Washington,53071,46.07069,-118.34261
Lawrence,Alabama,1079,34.55201,-87.31814
Independence,Arkansas,5063,35.73463,-91.58218
Whitman,Washington,53075,46.83873,-117.52128
Orleans,Vermont,50019,44.81039,-72.20363
Orange,Vermont,50017,44.14854,-72.40233
Monroe,Mississippi,28095,33.86991,-88.47615
Marshall,Alabama,1095,34.34962,-86.34547
Poinsett,Arkansas,5111,35.57337,-90.66286
Pontotoc,Mississippi,28115,34.24312,-88.99694
Pope,Arkansas,5115,35.42315,-93.07429
Lapeer,Michigan,26087,43.0526,-83.31536
Yalobusha,Mississippi,28161,34.02993,-89.7171
Sebastian,Arkansas,5131,35.19089,-94.23434
Franklin,Mississippi,28037,31.46462,-90.89424
Wharton,Texas,48481,29.32066,-96.09904
Yuba,California,6115,39.27886,-121.43825
Crawford,Kansas,20037,37.50655,-94.85259
Grand Traverse,Michigan,26055,44.81624,-85.47529
Lancaster,Nebraska,31109,40.78457,-96.6872
Shenandoah,Virginia,51171,38.48592,-78.62133
Spotsylvania,Virginia,51177,38.20181,-77.58847
Fillmore,Minnesota,27045,43.67436,-92.09004
Beauregard,Louisiana,22011,30.64285,-93.33023
Lincoln,Louisiana,22061,32.60638,-92.64134
Adams,Washington,53001,46.99769,-118.47083
Morgan,Colorado,8087,40.26262,-103.81112
Lincoln,Nebraska,31111,40.81362,-96.7073
Houston,Alabama,1069,34.14259,-87.25812
Sevier,Tennessee,47155,35.80227,-83.51334
Douglas,Nevada,32005,38.82434,-119.58386
Windham,Connecticut,9015,41.69994,-72.15507
Monroe,Tennessee,47123,36.43987,-85.25195
McMinn,Tennessee,47107,35.44297,-84.61835
Pottawattamie,Iowa,19155,41.33298,-95.55073
Acadia,Louisiana,22001,30.26516,-92.40197
Brown,Texas,48049,31.76396,-98.95721
Franklin,Kentucky,21073,36.72261,-86.57793
Portsmouth city,Virginia,51740,36.83274,-76.29771
Clear Creek,Colorado,8019,39.70835,-105.66
Elbert,Colorado,8039,39.21618,-104.53661
Manassas city,Virginia,51683,38.75126,-77.47086
Nicollet,Minnesota,27103,44.276,-94.18819
Lee,Virginia,51105,36.74287,-82.98148
Bedford,Virginia,51019,37.33428,-79.5229
Desha,Arkansas,5041,35.73024,-91.68104
Bannock,Idaho,16005,42.63941,-112.16307
Umatilla,Oregon,41059,45.91769,-119.34203
Mayes,Oklahoma,40097,36.2925,-95.2206
Pickaway,Ohio,39129,39.64014,-83.04605
Drew,Arkansas,5043,33.59066,-91.71447
Graham,Arizona,4009,33.03874,-109.95898
Washington,Alabama,1129,31.40602,-88.18781
Calhoun,Alabama,1015,33.76225,-85.84206
Okmulgee,Oklahoma,40111,35.62326,-95.97629
McClain,Oklahoma,40087,35.09556,-97.53554
Isle of Wight,Virginia,51093,36.89949,-76.68587
Ware,Georgia,13299,31.01892,-82.36566
Cochise,Arizona,4003,32.1039,-109.91313
Pike,Alabama,1109,31.83917,-85.92793
Matanuska-Susitna Borough,Alaska,2170,61.60541,-149.12722
Jefferson,Idaho,16051,43.84078,-112.33621
Logan,Ohio,39091,39.54053,-82.40684
Grady,Oklahoma,40051,35.02962,-97.88175
Accomack,Virginia,51001,37.73798,-75.81897
Bradford,Pennsylvania,42015,41.95586,-78.65048
Randolph,Georgia,13243,31.77514,-84.78077
Conway,Arkansas,5029,35.09099,-92.43969
Seminole,Georgia,13253,30.89349,-84.85085
Prince Edward,Virginia,51147,37.23809,-78.4589
Noble,Oklahoma,40103,35.14001,-97.396
Hanover,Virginia,51085,37.76881,-77.37109
Wayne,Ohio,39169,41.3009,-83.47143
Twiggs,Georgia,13289,32.67519,-83.44264
Bullock,Alabama,1011,32.09272,-85.71293
Prince George,Virginia,51149,37.22087,-77.28674
Pottawatomie,Oklahoma,40125,35.18138,-96.95944
Turner,Georgia,13287,31.70975,-83.62508
Wood,Wisconsin,55141,44.39319,-89.81637
Clatsop,Oregon,41007,46.03359,-123.6437
Santa Cruz,Arizona,4023,31.53216,-110.81202
Stephens,Georgia,13257,33.80658,-83.16442
Garvin,Oklahoma,40049,33.9548,-94.94309
Tattnall,Georgia,13267,32.05079,-82.04878
Mohave,Arizona,4015,35.60533,-113.99431
Danville city,Virginia,51590,36.58598,-79.41721
Culpeper,Virginia,51047,38.47333,-77.99614
Washington,Georgia,13303,33.73572,-82.73961
Madison,Virginia,51113,38.38201,-78.256
Mason,Washington,53045,47.3448,-123.15682
La Paz,Arizona,4012,33.67213,-113.93301
Adair,Oklahoma,40001,36.43672,-95.27198
Warren,Virginia,51187,38.89689,-78.19731
Marion,Tennessee,47115,35.15125,-85.62844
Miller,Georgia,13201,31.1637,-84.73013
Putnam,West Virginia,54079,38.47536,-81.89036
Grand,Colorado,8049,40.08514,-106.13584
Chambers,Texas,48071,29.69335,-94.63819
McCook,South Dakota,46087,43.67437,-97.36795
DeWitt,Texas,48123,37.25611,-91.68663
Lincoln,South Dakota,46083,43.29191,-96.75189
Davison,South Dakota,46035,43.67467,-98.14602
Brown,South Dakota,46013,45.58949,-98.3509
Deaf Smith,Texas,48117,34.96653,-102.60506
Baldwin,Georgia,13009,34.49519,-83.53364
Eastland,Texas,48133,32.40139,-98.81812
Oconee,South Carolina,45073,34.76413,-83.1064
Lee,South Carolina,45061,34.15999,-80.31825
Grayson,Texas,48181,33.67873,-96.66209
Madison,Idaho,16065,43.77612,-111.69162
Mercer,West Virginia,54055,37.4163,-81.07676
Calhoun,Texas,48057,28.39557,-96.61368
Logan,Colorado,8075,40.71893,-103.11247
Carbon,Pennsylvania,42025,40.21352,-78.17711
Bastrop,Texas,48021,30.11054,-97.31938
Wood,West Virginia,54107,39.21806,-81.50448
Lewis,Tennessee,47101,35.52911,-87.4865
Tucker,West Virginia,54093,39.11782,-79.57611
Houston,Tennessee,47083,36.31407,-87.7653
Hamblen,Tennessee,47063,36.21336,-83.27097
Yuma,Colorado,8125,40.11851,-102.72316
Scott,Tennessee,47151,36.38331,-84.51143
Gibson,Tennessee,47053,35.87578,-88.84638
Rio Grande,Colorado,8105,37.61551,-106.37522
Raleigh,West Virginia,54081,37.76075,-81.16118
DeKalb,Tennessee,47041,34.62621,-85.75781
Claiborne,Tennessee,47025,36.46646,-83.65572
Chester,Tennessee,47023,35.41996,-88.60147
Atascosa,Texas,48013,29.26357,-98.73714
Campbell,Tennessee,47013,36.38476,-84.13287
Greenwood,South Carolina,45047,34.19105,-82.16075
Camden,Georgia,13039,30.93905,-81.65447
Grimes,Texas,48185,30.54478,-95.99125
Sutter,California,6101,39.15917,-121.75372
Somerset,Pennsylvania,42111,40.00846,-79.07911
Union,Arkansas,5139,33.19789,-92.58126
Jackson,Georgia,13157,33.29442,-83.96567
Jasper,Georgia,13159,34.46854,-84.4271
Box Elder,Utah,49003,41.50058,-112.97307
Wilcox,Alabama,1131,32.04816,-87.40053
Iron,Utah,49021,37.81174,-113.31353
Morgan,Utah,49029,41.03577,-111.67828
Randolph,Arkansas,5121,36.30676,-91.00493
Polk,Arkansas,5113,34.45947,-94.19844
Pike,Arkansas,5109,34.14634,-93.63541
Lawrence,Arkansas,5075,36.06938,-91.08695
Clearfield,Pennsylvania,42033,41.02292,-78.43809
Stevens,Washington,53065,48.39635,-117.84733
Howard,Arkansas,5061,34.05169,-93.9542
Greene,Georgia,13133,33.55848,-83.15402
Tom Green,Texas,48451,31.39591,-100.40209
Coosa,Alabama,1037,32.92921,-86.26192
Mendocino,California,6045,39.30762,-123.79892
Hardin,Texas,48199,30.15632,-94.73916
Marion,West Virginia,54049,39.51414,-80.26253
Kaufman,Texas,48257,32.58973,-96.31092
Coffee,Georgia,13069,31.58981,-82.8437
Dallas,Alabama,1047,32.388,-87.12771
Llano,Texas,48299,30.75007,-98.67596
Inyo,California,6027,36.62572,-117.509
Rusk,Texas,48401,31.79591,-95.14991
Milam,Texas,48331,31.43274,-93.84698
Amador,California,6005,38.4617,-120.73554
Decatur,Georgia,13087,33.77438,-84.29658
Parker,Texas,48367,33.05523,-96.62161
Potter,Texas,48375,35.40146,-101.89397
Rockwall,Texas,48397,32.93104,-96.46058
Madison,Tennessee,47113,36.26399,-86.70835
Tallahatchie,Mississippi,28135,33.92922,-90.18813
Knox,Ohio,39083,40.4061,-82.41435
Cayuga,New York,36011,42.91887,-76.72702
Montgomery,Indiana,18107,38.66254,-87.04598
Oldham,Kentucky,21185,38.4047,-85.47691
Nelson,Kentucky,21179,37.75682,-85.52945
Muhlenberg,Kentucky,21177,37.22831,-87.13711
Cortland,New York,36023,42.60349,-76.17485
Montgomery,Kentucky,21173,38.04608,-83.91978
Putnam,Indiana,18133,39.66846,-86.84975
Allegany,New York,36003,42.09225,-78.49725
LaPorte,Indiana,18091,41.49874,-86.7276
Rice,Minnesota,27131,45.75231,-94.21962
Shelby,Indiana,18145,41.19404,-87.34786
Menifee,Kentucky,21165,37.93851,-83.61106
Socorro,New Mexico,35053,34.06014,-106.89188
